Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Customer_Status_Predicted
764076-KER,Female,33,Yes,Delhi,6,3,Deal 2,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,68.54522739272721,205.6356821781816,43.69,50,249.18,411.1256821781817,Joined,Others,Others,1
548982-MAH,Female,33,Yes,Delhi,7,1,Deal 1,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,53.65680903361009,53.65680903361009,0.0,0,143.24,196.8968090336101,Joined,Others,Others,1
108308-GUJ,Female,37,Yes,Delhi,2,2,Deal 2,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,84.98733578957751,169.974671579155,10.82,0,179.45,338.604671579155,Joined,Others,Others,1
249143-MAH,Female,54,Yes,Gujarat,10,2,Deal 4,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,73.0956844861225,146.191368972245,0.0,0,19.14,165.331368972245,Joined,Others,Others,1
943890-PUN,Female,70,Yes,Karnataka,3,2,Deal 2,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.34293572244252,134.685871444885,0.0,0,420.52,555.205871444885,Joined,Others,Others,1
906790-KAR,Female,71,No,Delhi,6,3,Deal 3,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,62.10207035886135,186.306211076584,0.0,0,188.17,374.476211076584,Joined,Others,Others,1
296582-RAJ,Female,67,Yes,Gujarat,3,3,Deal 4,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.06268718893706,234.1880615668112,38.57,0,39.85,235.4680615668112,Joined,Others,Others,1
406955-DEL,Female,55,No,Maharashtra,4,2,Deal 3,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,76.8741394967712,153.7482789935424,0.0,0,6.19,159.9382789935424,Joined,Others,Others,1
825256-GUJ,Female,75,No,Rajasthan,11,1,Deal 5,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,67.6963877382162,67.6963877382162,0.0,0,411.61,479.3063877382162,Joined,Others,Others,1
887494-TAM,Female,82,No,Rajasthan,13,1,Deal 3,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,57.59285314392479,57.59285314392479,0.0,0,242.78,300.3728531439248,Joined,Others,Others,1
138102-MAH,Female,43,No,Karnataka,8,3,Deal 1,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,64.41121494044414,193.2336448213324,0.0,0,14.56,207.7936448213324,Joined,Others,Others,1
906991-UPR,Female,37,Yes,West Bengal,5,2,Deal 5,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,61.84408032882901,123.688160657658,40.85,0,0.98,83.81816065765801,Joined,Others,Others,1
455540-TAM,Female,44,No,Tamil Nadu,13,3,Deal 3,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.32467023769257,168.9740107130777,0.0,0,127.11,296.0840107130777,Joined,Others,Others,1
359747-WES,Female,33,Yes,Delhi,10,1,Deal 3,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,77.11724425310373,77.11724425310373,26.09,0,344.74,395.7672442531038,Joined,Others,Others,1
250159-GUJ,Female,70,No,Karnataka,5,1,Deal 1,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,91.65570481375816,91.65570481375816,12.66,20,377.6,456.5957048137581,Joined,Others,Others,1
578007-MAH,Female,83,No,Delhi,9,1,Deal 1,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,64.39778994496673,64.39778994496673,0.0,0,120.18,184.5777899449668,Joined,Others,Others,1
815460-TAM,Female,61,No,Rajasthan,12,1,Deal 3,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.25352115295595,84.25352115295595,0.0,10,387.21,471.4635211529559,Joined,Others,Others,1
335365-WES,Female,44,Yes,Gujarat,0,2,Deal 1,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,77.90055565264696,155.8011113052939,0.0,0,223.68,379.4811113052939,Joined,Others,Others,1
900921-KER,Female,48,Yes,Rajasthan,12,3,Deal 5,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,93.69509799684252,281.0852939905276,0.0,0,13.06,294.1452939905276,Joined,Others,Others,1
740053-TAM,Female,47,No,Punjab,3,2,Deal 1,No,No,Yes,DSL,No,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,74.61453786809386,149.2290757361877,0.0,0,170.4,319.6290757361877,Joined,Others,Others,1
417537-MAH,Female,58,No,Gujarat,7,2,Deal 4,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.22158820990484,112.4431764198097,0.0,0,253.82,366.2631764198097,Joined,Others,Others,1
807689-WES,Female,20,No,Kerala,14,3,Deal 1,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.77309986624218,236.3192995987265,0.0,0,287.84,524.1592995987265,Joined,Others,Others,1
777775-RAJ,Female,53,No,Delhi,4,3,Deal 1,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,67.15488189092633,201.464645672779,0.0,20,117.18,318.644645672779,Joined,Others,Others,1
572930-KAR,Female,45,No,Delhi,5,2,Deal 1,Yes,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.06163473518778,136.1232694703756,0.0,0,144.77,280.8932694703756,Joined,Others,Others,1
531734-TAM,Female,57,No,West Bengal,2,2,Deal 4,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.4151184636484,148.8302369272968,0.0,10,32.47,181.3002369272968,Joined,Others,Others,1
499445-KER,Female,42,No,Karnataka,8,2,Deal 3,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.97010677126158,159.9402135425232,0.0,0,314.29,474.2302135425232,Joined,Others,Others,1
291076-UPR,Female,24,No,West Bengal,2,1,Deal 1,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45.91764340189945,45.91764340189945,0.0,20,102.58,148.4976434018994,Joined,Others,Others,1
699991-UPR,Female,44,Yes,Maharashtra,8,1,Deal 1,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,81.12362315076784,81.12362315076784,0.0,0,199.11,280.2336231507679,Joined,Others,Others,1
237541-KER,Female,51,No,Maharashtra,12,3,Deal 4,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Two Year,No,Mailed Check,68.0031746555209,204.0095239665627,0.0,0,411.4,615.4095239665627,Joined,Others,Others,1
204537-UPR,Female,19,No,Delhi,3,3,Deal 3,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,67.1989861404752,201.5969584214256,0.0,0,177.17,378.7669584214256,Joined,Others,Others,1
866641-RAJ,Female,39,No,Delhi,11,2,Deal 3,No,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,55.92496502317334,111.8499300463467,0.0,0,155.08,266.9299300463467,Joined,Others,Others,1
763927-PUN,Female,53,No,Punjab,7,1,Deal 1,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,76.94198519537181,76.94198519537181,0.0,0,401.49,478.4319851953718,Joined,Others,Others,1
159379-GUJ,Female,20,Yes,Maharashtra,2,1,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.32493145737268,68.32493145737268,0.0,0,355.93,424.2549314573727,Joined,Others,Others,1
295716-RAJ,Female,61,Yes,Delhi,11,1,Deal 3,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,62.63657291691842,62.63657291691842,0.0,0,394.23,456.8665729169184,Joined,Others,Others,1
562120-UPR,Female,50,Yes,West Bengal,4,2,Deal 2,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,58.13683712140012,116.2736742428002,0.0,0,377.48,493.7536742428002,Joined,Others,Others,1
925656-TAM,Female,65,No,Kerala,9,3,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,65.4008385254276,196.2025155762828,37.85,0,276.31,434.6625155762828,Joined,Others,Others,1
932672-DEL,Female,73,Yes,Delhi,0,2,Deal 5,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65593601963339,139.3118720392668,0.0,0,268.26,407.5718720392667,Joined,Others,Others,1
346726-DEL,Female,41,No,Delhi,2,1,Deal 1,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,71.64682041829813,71.64682041829813,0.0,0,245.2,316.8468204182981,Joined,Others,Others,1
251878-DEL,Female,31,Yes,Maharashtra,2,1,Deal 2,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,62.0888632020492,62.0888632020492,0.0,20,472.52,534.6088632020492,Joined,Others,Others,1
283675-DEL,Female,57,Yes,Rajasthan,4,3,Deal 2,No,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.62613907138446,208.8784172141534,0.0,0,250.46,459.3384172141534,Joined,Others,Others,1
578446-TAM,Female,36,No,Karnataka,11,1,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,46.64198376679329,46.64198376679329,0.0,20,257.94,304.5819837667933,Joined,Others,Others,1
770718-MAH,Female,46,Yes,Delhi,13,2,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,69.54195237493465,139.0839047498693,0.0,0,251.82,390.9039047498693,Joined,Others,Others,1
127856-PUN,Female,41,Yes,Delhi,5,1,Deal 1,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,96.94266016789352,96.94266016789352,0.0,0,216.86,313.8026601678935,Joined,Others,Others,1
488822-TAM,Female,72,No,Punjab,8,3,Deal 3,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,85.65888096045823,256.9766428813747,0.0,0,360.24,617.2166428813747,Joined,Others,Others,1
672212-GUJ,Female,53,No,Delhi,0,3,Deal 1,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,63.35593095372832,190.067792861185,0.0,0,272.52,462.5877928611849,Joined,Others,Others,1
861379-KAR,Female,66,Yes,West Bengal,2,1,Deal 5,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,85.50845812383122,85.50845812383122,0.0,0,345.38,430.8884581238312,Joined,Others,Others,1
793264-DEL,Female,30,No,Gujarat,14,1,Deal 3,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,58.47300543047302,58.47300543047302,0.0,0,67.52,125.993005430473,Joined,Others,Others,1
528988-DEL,Female,43,Yes,Tamil Nadu,9,2,Deal 1,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,50.43413609145627,100.8682721829125,0.0,0,270.92,371.7882721829126,Joined,Others,Others,1
980438-DEL,Female,21,Yes,Rajasthan,0,1,Deal 4,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card,62.1885366846699,62.1885366846699,0.0,10,61.02,123.2085366846699,Joined,Others,Others,1
712121-TAM,Female,32,No,Karnataka,3,1,Deal 5,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,86.99535110750793,86.99535110750793,21.16,0,113.23,179.065351107508,Joined,Others,Others,1
386214-PUN,Female,77,No,Delhi,3,3,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.95096167741994,278.8528850322598,0.0,0,308.62,587.4728850322598,Joined,Others,Others,1
293259-PUN,Female,21,No,Gujarat,11,3,Deal 3,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,52.31343462599897,156.9403038779969,0.0,0,145.49,302.4303038779969,Joined,Others,Others,1
810979-MAH,Female,41,Yes,Karnataka,2,1,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.40927147689715,80.40927147689715,0.0,0,138.93,219.3392714768972,Joined,Others,Others,1
338506-UPR,Female,42,Yes,Delhi,9,3,Deal 1,Yes,No,Yes,DSL,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,77.13643998587683,231.4093199576305,0.0,0,68.37,299.7793199576305,Joined,Others,Others,1
963561-MAH,Female,27,No,Karnataka,13,1,Deal 3,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,64.67696526939203,64.67696526939203,0.0,0,237.15,301.826965269392,Joined,Others,Others,1
933032-WES,Female,55,Yes,Kerala,11,1,Deal 4,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,74.75130368477392,74.75130368477392,0.0,10,372.88,447.6313036847739,Joined,Others,Others,1
577602-MAH,Female,41,No,West Bengal,5,1,Deal 3,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.07828321253421,62.07828321253421,0.0,10,51.55,113.6282832125342,Joined,Others,Others,1
342615-WES,Female,36,No,Rajasthan,3,1,Deal 4,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,62.87790205599374,62.87790205599374,22.46,0,50.01,90.42790205599374,Joined,Others,Others,1
228322-RAJ,Female,76,No,Delhi,10,1,Deal 4,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,64.35701065411001,64.35701065411001,0.0,50,219.57,283.92701065411,Joined,Others,Others,1
895509-DEL,Female,24,No,Karnataka,8,3,Deal 3,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,56.21939580889029,168.6581874266709,0.0,0,177.21,345.8681874266709,Joined,Others,Others,1
943804-DEL,Female,46,No,Delhi,1,2,Deal 2,Yes,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,64.49608408053024,128.9921681610605,0.0,0,423.41,552.4021681610604,Joined,Others,Others,1
607403-MAH,Female,58,No,Tamil Nadu,0,2,Deal 4,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5615357676471,159.1230715352942,0.0,0,423.91,583.0330715352942,Joined,Others,Others,1
817148-TAM,Female,83,Yes,Delhi,9,1,Deal 2,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,72.81201325977496,72.81201325977496,0.0,0,162.02,234.8320132597749,Joined,Others,Others,1
147837-GUJ,Female,82,No,Rajasthan,0,3,Deal 3,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.58219903015238,238.7465970904572,7.97,0,19.15,249.9265970904572,Joined,Others,Others,1
877147-UPR,Female,82,Yes,Delhi,4,2,Deal 4,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,67.7927146579158,135.5854293158316,0.0,0,46.21,181.7954293158316,Joined,Others,Others,1
941047-RAJ,Female,75,No,Delhi,7,3,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,64.99752057210179,194.9925617163053,0.0,0,9.49,204.4825617163054,Joined,Others,Others,1
673441-DEL,Female,36,Yes,Maharashtra,7,2,Deal 2,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.27198412448857,148.5439682489771,0.0,20,423.28,571.823968248977,Joined,Others,Others,1
427025-RAJ,Female,50,No,Tamil Nadu,0,2,Deal 5,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,52.99761319892854,105.9952263978571,0.0,10,325.31,431.3052263978571,Joined,Others,Others,1
464359-MAH,Female,45,Yes,West Bengal,9,2,Deal 4,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.61626234637065,119.2325246927413,0.0,0,356.91,476.1425246927413,Joined,Others,Others,1
920094-WES,Female,45,Yes,Karnataka,2,1,Deal 2,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,81.8292814829494,81.8292814829494,0.0,0,173.66,255.4892814829494,Joined,Others,Others,1
661165-MAH,Female,75,Yes,Delhi,3,3,Deal 2,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,68.78874864391305,206.3662459317392,0.0,0,431.33,637.6962459317392,Joined,Others,Others,1
320971-MAH,Female,53,Yes,Karnataka,14,2,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,66.8801012053903,133.7602024107806,0.0,0,72.58,206.3402024107806,Joined,Others,Others,1
297133-MAH,Female,64,Yes,Gujarat,3,3,Deal 3,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,66.41162383737135,199.2348715121141,0.0,0,98.49,297.7248715121141,Joined,Others,Others,1
201459-MAH,Female,30,No,Delhi,12,1,Deal 5,No,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.20316772211761,64.20316772211761,0.0,50,367.23,431.4331677221176,Joined,Others,Others,1
471000-UPR,Female,57,No,Punjab,4,2,Deal 1,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,69.65758532824331,139.3151706564866,0.0,0,405.82,545.1351706564866,Joined,Others,Others,1
282958-TAM,Female,38,Yes,Punjab,12,1,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.63424657444038,86.63424657444038,0.0,10,110.82,197.4542465744404,Joined,Others,Others,1
950610-KER,Female,42,Yes,West Bengal,14,2,Deal 4,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,59.92685606957005,119.8537121391401,0.0,20,354.63,474.4837121391401,Joined,Others,Others,1
225354-KER,Female,81,No,Delhi,11,2,Deal 5,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.20033019321297,120.4006603864259,0.0,0,427.75,548.1506603864259,Joined,Others,Others,1
881725-MAH,Female,31,Yes,West Bengal,11,3,Deal 1,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.65052261878498,241.9515678563549,0.0,0,214.46,456.411567856355,Joined,Others,Others,1
476188-UPR,Female,70,No,Delhi,9,3,Deal 4,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.6451601155869,151.9354803467607,0.0,0,395.23,547.1654803467607,Joined,Others,Others,1
739430-PUN,Female,81,No,Punjab,2,3,Deal 4,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,72.5719168303018,217.7157504909054,0.0,10,471.55,689.2657504909055,Joined,Others,Others,1
239999-DEL,Female,40,No,Gujarat,11,1,Deal 2,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,58.41985806336351,58.41985806336351,0.0,0,231.84,290.2598580633635,Joined,Others,Others,1
295804-KER,Female,57,No,Delhi,10,3,Deal 3,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,69.04351668216216,207.1305500464865,17.59,0,401.56,591.1005500464864,Joined,Others,Others,1
782347-TAM,Female,64,No,Delhi,4,2,Deal 2,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.1155725464615,122.231145092923,48.99,0,154.09,227.331145092923,Joined,Others,Others,1
618727-RAJ,Female,20,No,Delhi,9,2,Deal 2,No,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,68.0017383899646,136.0034767799292,0.0,0,151.29,287.2934767799292,Joined,Others,Others,1
398185-PUN,Female,24,No,Delhi,8,2,Deal 4,No,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,59.94856723933303,119.8971344786661,0.0,0,481.93,601.827134478666,Joined,Others,Others,1
346242-MAH,Female,34,Yes,Rajasthan,8,1,Deal 1,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.57325542958662,75.57325542958662,0.0,0,308.28,383.8532554295866,Joined,Others,Others,1
149104-UPR,Female,52,No,Karnataka,10,2,Deal 1,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.08285119155268,178.1657023831054,0.0,0,190.15,368.3157023831054,Joined,Others,Others,1
